SMILES1,SMILES2
C1CCC2CCCCC2C1,COc1ccc(cc1)C1=NOC(=C1)c1cc(cc(c1)C1=CC(=NO1)c1ccc(OC)cc1)C1=CC(=NO1)c1ccc(OC)cc1
O=C1N(c2ccncc2)C(=O)c2ccc3C(=O)N(c4ccncc4)C(=O)c4ccc1c2c34,c1cc2ccc3cccc4ccc(c1)c2c34
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,O=C(C=Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1
OC1=CC(=O)c2ccccc2C1=O,c1cc(ccn1)c1ccncc1
O=C1NC=CC=C1,OC1=CC(=O)c2ccccc2C1=O
C(Cc1ccncc1)Cc1ccncc1,OC1=CC(=O)c2ccccc2C1=O
O=C([O-])C[N+]12CCC(CC1)CC2,OC(=O)c1ccc(O)cc1
O=Cc1cccc2ccccc12,O=S(=O)(NN=Cc1cccc2ccccc12)c1ccccc1
CC1=CC(=O)C(=CC1=O)C,Oc1ccccc1c1ccccc1O
Fc1c(F)c(F)c(Cl)c(F)c1F,c1cc2ccc3cccc4ccc(c1)c2c34
Fc1c(F)c(F)c(Br)c(F)c1F,c1cc2ccc3cccc4ccc(c1)c2c34
Fc1c(F)c(F)c(I)c(F)c1F,c1cc2ccc3cccc4ccc(c1)c2c34
Fc1c(F)c(F)c(Br)c(Br)c1F,c1cc2ccc3cccc4ccc(c1)c2c34
Fc1c(F)c(Br)c(F)c(Br)c1F,c1cc2ccc3cccc4ccc(c1)c2c34
Fc1c(F)c(Br)c(F)c(F)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34
COc1cccc(OC)c1C1=CC(=O)c2ccccc2O1,OC(=O)CBr
C#C,C=O
CN(C)C=CC(=O)c1cc(cc(c1)C(=O)C=CN(C)C)C(=O)C=CN(C)C,Oc1ccc(O)cc1
Oc1ccc(cc1)C1=COc2cc(O)ccc2C1=O,c1cc(ccn1)c1ccncc1
IC1=CSC(S1)=C1SC=CS1,O=N(=O)c1ccc(cc1)N(=O)=O
Cc1ccc(cc1)N(c1ccc(cc1)C(=O)Nc1cccc(C)n1)c1ccc(cc1)C(=O)Nc1cccc(C)n1,OC(=O)CCCCC(O)=O
FC1=CNC(=O)NC1=O,[NH3+]C(Cc1ccccc1)C(=O)[O-]
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,c1cc(ccn1)N=Nc1ccncc1
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,c1cc(ccn1)C=Cc1ccncc1
C(Cc1ccncc1)c1ccncc1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
C(Cc1ccncc1)Cc1ccncc1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,c1cnccn1
CSC1=C(SC)SC(S1)=C1SC=C(S1)C(O)=O,c1cc(ccn1)c1ccncc1
CCCCCCCCCC(O)=O,c1cc(ccn1)C=Cc1ccncc1
N#CC1=CC=C(C#N)C2=NSN=C12,Nc1c(N)c(ccc1C#N)C#N
CN(C)C(N)=O,OC(=O)c1ccc(cc1N(=O)=O)N(=O)=O
CN(C)C(N)=O,OC(=O)c1ccccc1C(O)=O
CN(C)C(N)=O,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,NC(=O)c1ccccn1
CC(=O)Oc1cc(ccc1C(O)=O)C(F)(F)F,NC(N)=O
C1CSCCSCCCSCCSC1,IC(I)=C(I)I
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,c1ccc2c(c1)N(c1ccc(cc1)c1ccc(cc1)N1c3ccccc3c3ccccc13)c1ccccc21
O=C1NC(=O)NC(=O)N1,c1cc(ccn1)C=Cc1ccncc1
C1CN(CCN1)c1ccncc1,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1
Clc1ccc(cc1)C=Cc1ccncc1,NC(N)=O
CN(C)c1ccc(cc1)N(C)C,N#Cc1nc(nc(n1)c1nc(nc(n1)C#N)C#N)C#N
NC(N)=O,c1ccc(C=Cc2ccccn2)nc1
NC(N)=O,c1ccc(C=Cc2ccncc2)nc1
NC(N)=O,c1ccc(C=Cc2cccnc2)nc1
NC(N)=O,c1cc(ccn1)C=Cc1ccncc1
N#Cc1ccc(C=Cc2ccncc2)cc1,NC(N)=O
OC(=O)C=CC(O)=O,[NH3+]C(C(C)C)C(=O)[O-]
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,FC1=CNC(=O)NC1=O
CN1C=C(C=N1)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
O=C1C=CC(=O)C=C1,Oc1ccccc1c1ccccc1O
O=C1C=CC(=O)C=C1,Oc1ccc(cc1)c1ccc(O)cc1
C1CCC2C(C1)N1CN2Cc2ccc(CN3CN(Cc4ccc(CN5CN(Cc6ccc(C1)cc6)C1CCCCC51)cc4)C1CCCCC31)cc2,CCCCCCl
NC1=Nc2ccccc2S1,Oc1ccccc1C=NC1=Nc2ccccc2S1
CNC(=S)NC,Fc1c(F)c(F)c(I)c(I)c1F
Fc1c(F)c(I)c(F)c(I)c1F,NC(N)=S
CNC(=S)NC,Fc1c(F)c(I)c(F)c(I)c1F
CNC(=S)NC,Fc1c(I)c(F)c(I)c(F)c1I
CC(=O)Oc1ccccc1C(O)=O,Cc1nc(C)c(C)nc1C
CCCCCCCCC(O)=O,O=C1NC(=C2C(=O)NC(=C12)C1=CC=CO1)C1=CC=CO1
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,OC(=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
Ic1ccncc1,OC(=O)COc1ccc(Cl)cc1Cl
OC(=O)COc1ccc(Cl)cc1Cl,c1ccc(nc1)c1ccccn1
C(Cc1ccncc1)c1ccncc1,OC(=O)COc1ccc(Cl)cc1Cl
CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,COc1cc(cc(OC)c1O)C(O)=O
CN1C=C(N=C1N(=O)=O)N(=O)=O,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
Brc1c(Br)c(Br)c2C(=O)OC(=O)c2c1Br,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45
CC1(O)C(=O)C(C)(C=C(Cl)C1(C)N(=O)=O)N(=O)=O,CC1=C(Cl)C(N(=O)=O)C(C)(O)C(=O)C1(C)N(=O)=O
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Oc1ccccc1O
O=C1c2cc(ccc2c2c1cc(cc2N(=O)=O)N(=O)=O)N(=O)=O,c1ccc(cc1)C#CC(C#Cc1ccccc1)=C(C#Cc1ccccc1)C#Cc1ccccc1
Cc1c(C)c(C)c2c(c1C)C1(C)OOC2(C)C(=C1C)C,N#CC(C#N)=C(C#N)C#N
Oc1ccc(C=O)c(O)c1,c1cc(ccn1)c1ccncc1
Oc1ccc(C=Nc2ccc(I)cc2)c(O)c1,c1cc(ccn1)c1ccncc1
Oc1ccc(C=Nc2ccc(I)cc2)c(O)c1O,c1cc(ccn1)c1ccncc1
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,c1cc2ccc3cccc4ccc(c1)c2c34
CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2,Fc1ccc(cc1)C1CNC(=O)C21CCNCC2
C1CCC2(CC1)Nc1ccccc1N2,C1CCN(CC1)C1=CC2=NC3(CCCCC3)N=C2C=C1N1CCCCC1
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,Brc1cc(Br)c(Br)cc1Br
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O
Nc1ccc(cc1)C(O)=O,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O
CN1C(=O)N(C)C2=C(NC=N2)C1=O,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O
NC(N)=O,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O
CC1=NNC(=N1)N,O=N(=O)C1=CNN=C1
C1N2CN3CN1CN(C2)C3,OC(=O)c1ccccc1
CC(NC(C)=O)C(O)=O,c1cc(ccn1)c1ccncc1
NC(=O)c1cnccn1,Oc1cccc(O)c1O
NC(=O)c1ccncc1,Oc1cccc(O)c1O
NC(=O)c1cccnc1,Oc1cccc(O)c1O
O=C1Nc2ccccc2C=C1,Oc1cccc(O)c1O
COC(=O)c1ccc(O)cc1,NC(=O)N1c2ccccc2C=Cc2ccccc12
COc1ccc(O)c(c1)C(C)(C)C,NC(=O)N1c2ccccc2C=Cc2ccccc12
Cc1cc(O)cc(O)c1,c1cncc(c1)C=NN=Cc1cccnc1
O=C(Oc1cc(OC(=O)c2ccccc2)cc(OC(=O)c2ccccc2)c1)c1ccccc1,Oc1c(F)c(F)c(F)c(F)c1F
OC(=O)CCN1C(=O)c2ccccc2C1=O,c1ccc(nc1)c1ccccn1
Oc1cccc(O)c1,c1cc(ccn1)C=NN=Cc1ccncc1
Cc1cc(O)cc(O)c1,c1cc(ccn1)C=NN=Cc1ccncc1
Oc1cccc(O)c1,c1cncc(c1)C=NN=Cc1cccnc1
FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N,IC1=CSC(S1)=C1SC2=C(SCCS2)S1
FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N,IC1=CSC(S1)=C1SC2=C(SCCS2)S1
IC1=CSC(S1)=C1SC2=C(SCCS2)S1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OC,OC(=O)CCC(O)=O
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OC,OC(=O)CCCCCCC(O)=O
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OC,OC(=O)CCCCCCCCCCC(O)=O
CC(=O)N1C=CN(C=C1)C(C)=O,NC(N)=S
CC(=O)N1C=CN(C(C)=O)C(=C1C)C,NC(N)=S
CC(=O)N1C=C(C)N(C=C1C)C(C)=O,NC(N)=S
C(CCCN1c2ccccc2c2ccccc12)CCN1c2ccccc2c2ccccc12,N#Cc1cc(C#N)c(cc1C#N)C#N
CC1=C(C)C(=O)C(=C(C)C1=O)C,Cc1cc(C)c(C)cc1C
COC(=O)C1=C(C)NC2=C(C1c1cccc(Cl)c1)C(=O)NC(=S)N2,O=P(c1ccccc1)(c1ccccc1)c1ccccc1
CN1N(C(=O)C=C1C)c1ccccc1,OC(=O)c1ccccc1Cl
C(Sc1ccncc1)c1cc2ccccc2cc1CSc1ccncc1,OC(=O)C=CC(O)=O
C1COCCOCCOCCOCCOCCO1,O=N(=O)C1=NNC=N1
CN1C(=O)N(C)C2=C(NC=N2)C1=O,O=N(=O)C1=NNC2=C1NN=C2N(=O)=O
O=N(=O)C1=NNC2=C1NN=C2N(=O)=O,[O-][n+]1cc[n+]([O-])cc1
O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)N1CCN(CC1)N(=O)=O
O=N(=O)C1=NNC2=C1NN=C2N(=O)=O,O=N(=O)C1=NNC=N1
O=N(=O)C1=NNC2=C1NN=C2N(=O)=O,O=N(=O)c1cccnc1
O=C1NN=C(N1)N(=O)=O,[O-][n+]1cc[n+]([O-])cc1
CC1=C(Nc2ccccc12)C(C1=C(C)c2ccccc2N1)C1=C(C)c2ccccc2N1,CCP(=O)(CC)CC
CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(ccc32)c2ccccc2C)c1,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(ccc32)c2ccccc2C)c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
CCCCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(ccc32)C#Cc2ccccc2)c1,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
CCCCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(ccc32)c2ccccc2)c1,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
Clc1nc(Cl)nc(Cl)n1,S(Sc1ccccn1)c1ccccn1
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,S1C=Cc2cc3SC=Cc3cc12
CCCCCCCCCCCCc1ccc2c(SC3=C2Sc2ccccc32)c1,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
CCCCCCCCCCCCc1ccc2c(SC3=C2Sc2ccccc32)c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(ccc32)c2cccc(C)c2)c1,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(ccc32)c2cccc(C)c2)c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
O=C([O-])c1[nH+]cccc1,OC1=C(O)C(=O)C1=O
CC1=NN(C(=C1)C)c1nnc(nn1)N1N=C(C)C=C1C,O=N(=O)C1=CNN=C1N(=O)=O
CC1=NN(C(=C1)C)c1nnc(nn1)N1N=C(C)C=C1C,O=N(=O)C1=NNN=N1
CC1=NN(C(=C1)C)c1nnc(N)nn1,O=N(=O)C1=NNN=C1
Nc1ccncc1,OC(=O)CCC(O)=O
CCCC1=C2NC(=C1)C1=CC=C(O1)C1=NC(=CC=C3NC(=C4C=C(CCC)C(=N4)C=C2)C=C3CCC)C(=C1)CCC,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
CCC1(CC)C(=O)NC(=O)NC1=O,Nc1ccc(cn1)N(=O)=O
CN(C)c1ccncc1,Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1
Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,c1cc(ccn1)c1ccncc1
Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,c1ccc(nc1)c1ccccn1
Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1,c1cnc2c(c1)ccc1cccnc21
N1C=CN=C1,Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1
CC1=NC=CN1,Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1
CCC1=NC=CN1,Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1
CCCCC1=NC=CN1,Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1
O=CC1=CNC=N1,Oc1ccc(cc1)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)c1ccc(O)cc1
N#CCCCCCC#N,NC(N)=O
N#CCCCC#N,NC(N)=O
NC(N)=O,O=C(NCCCCCC#N)NCCCCCC#N
NC(N)=O,O=C(Nc1ccc(cc1)C#N)Nc1ccc(cc1)C#N
C1CNCCN1,Oc1ccccc1
CC1CNC(C)CN1,Oc1ccccc1
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,c1ccc2cc3cc4ccccc4cc3cc2c1
CC1(O)C2CCC3CC1CC(C2)C3(C)O,Oc1ccc(Cl)cc1
NC(=O)c1c(F)c(F)c(F)c(F)c1F,OC(=O)c1c(F)c(F)c(F)c(F)c1F
CCC1(CC)C(=O)NC(=O)NC1=O,Nc1nc(Nc2ccc(I)cc2)nc(Nc2ccc(cc2)C#N)n1
CC1(C)C(=O)NC(=O)NC1=O,Nc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1
CCC1(CC)C(=O)NC(=O)NC1=O,Nc1nc(Cl)nc(Nc2cccc(Br)c2)n1
ON1C=CC=CC1=NN=C(C#N)C#N,[O-][n+]1ccccc1NN=C(C#N)C#N
C1CN2CN3CN1CN(C2)C3,Oc1ccc(O)cc1
CN(C)C(=O)C1=C(c2ccc(C)cc2)c2ccccc2C1=C,Cc1ccc(cc1)S(O)(=O)=O
NC(=O)c1ccncc1,OC(=O)CC(O)(CC(O)=O)C(O)=O
Cc1nc(C)c(C)[n+]([O-])c1C,ON=C(C#N)c1ccc(O)cc1
Cc1cc2N=CN(Cc3cccnc3)c2cc1C,ON=C(C#N)c1ccc(O)cc1
Cc1cc2N=CN(Cc3ccncc3)c2cc1C,ON=C(C#N)c1ccc(O)cc1
C(N1C=CN=C1c1ccccc1)c1cccnc1,ON=C(C#N)c1ccc(O)cc1
ON=C(C#N)c1ccc(O)cc1,[O-][n+]1ccc(cc1)c1ccncc1
C1N2CN3CN1CN(C2)C3,Cc1cc(CN(Cc2cc(C)c(O)c(C)c2)Cc2cc(C)c(O)c(C)c2)cc(C)c1O
O=C(NC#N)Nc1ccccc1,O=C(NC(=O)Nc1ccccc1)Nc1ccccc1
C(Cc1ccncc1)c1ccncc1,OC(=O)c1cc(ccc1Cl)N(=O)=O
CN1C=NC2=C1C(=O)NC(=O)N2C,OC(=O)CC(O)=O
OC(=O)CCl,c1cc(ccn1)c1ccncc1
CN1C(=O)NC(=O)C=C1CO,Nc1nc(N)nc(N)n1
Cc1ccc(cn1)c1ncc(Cl)cc1c1ccc(cc1)S(C)(=O)=O,OC(=O)c1ccccc1C(O)=O
CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,OC(=O)c1cc(F)ccc1F
CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,OC(=O)c1cc(F)c(F)c(F)c1
CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,OC(=O)c1cc(F)c(F)c(F)c1F
C1CN(CCN1)c1ccccc1,N1c2ccccc2c2ccccc12
CC1=CC(=NS(=O)(=O)O1)O,CN1C(=O)N(C)C2=C(NC=N2)C1=O
CCCCC1OC(=O)c2ccccc12,OC(=O)c1cc(O)cc(c1)C(O)=O
CCCCC1OC(=O)c2ccccc12,OC(=O)c1cc(O)cc(O)c1
NC(=O)c1ccc(Br)cc1,OC(=O)CCC(O)=O
NC(=O)c1ccc(Br)cc1,OC(=O)CC(O)=O
CC(C)COc1ccc(cc1C#N)C1=NC(=C(S1)C(O)=O)C,NC(=O)c1cccnc1
NC(=O)c1ccc(Br)cc1,OC(=O)C=CC(O)=O
NC(=O)c1ccc(Br)cc1,OC(=O)CCCCCCCCC(O)=O
NC(=O)c1ccc(Br)cc1,OC(=O)CCCCCCC(O)=O
NC(=O)c1ccc(Br)cc1,OC(=O)CCCCC(O)=O
CC1(O)Cc2ccccc2C(=O)O1,OC(=O)Cc1ccccc1C(O)=O
OC(=O)c1cccc(C(O)=O)c1c1c(cccc1C(O)=O)C(O)=O,[O-][n+]1ccc(cc1)c1cc[n+]([O-])cc1
CC(=O)c1ccncc1,OC(=O)c1ccc2OCOc2c1
CC(=O)NC(=Cc1ccccc1)C(O)=O,O=C1NC=CC=C1
N1C2=NON=C2C2=NON=C2C2=NON=C12,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O
O=C1OCCC21CC2(c1ccccc1)c1ccccc1,Oc1ccc(O)cc1
COc1cc(C=CC(O)=O)ccc1O,O=C1CN(CC2N1CCc1ccccc21)C(=O)C1CCCCC1
C(Cc1ccncc1)c1ccncc1,Cc1ccc(cc1)S(=O)(=O)C(I)I
Cc1ccc(cc1)S(=O)(=O)C(I)I,c1cc(ccn1)c1ccncc1
Oc1ccccc1c1ccccc1O,c1cnc2c(c1)ccc1cccnc21
O=C1C2CCCN2C(=O)C2CCCN12,OC(C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
C1CNCCNCCCNCCNC1,Fc1c(F)c(I)c(F)c(F)c1I
CN(C)CCCCCCN(C)C,Fc1c(F)c(I)c(F)c(F)c1I
COc1ccc(cc1)C=Cc1ccncc1,Fc1c(F)c(I)c(F)c(I)c1F
C=Cc1ccncc1,Fc1c(F)c(I)c(F)c(F)c1I
C1CSCCS1,OC(=O)c1c(F)c(F)c(I)c(F)c1F
O=S1CCS(=O)CC1,Oc1c(F)c(F)c(Br)c(F)c1F
O=S1CCCC1,Oc1c(F)c(F)c(I)c(F)c1F
Oc1c(F)c(F)c(I)c(F)c1F,c1cc(ccn1)c1ccncc1
NC(N)=S,[O-][N+]12CN3CN(CN(C3)C1)C2
C1CC2=C(C1)SC(S2)=C1SC2=C(CCC2)S1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
C1N2CN3CN1CN(C2)C3,Oc1ccc(O)cc1
C1N2CN3CN1CN(C2)C3,Cc1cccc(O)c1
Oc1ccc(O)cc1,[O-][N+]12CN3CN(CN(C3)C1)C2
C1N2CN3CN1CN(C2)C3,Oc1ccccc1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,c1cc(ccn1)c1ccncc1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,NC(=O)c1ccncc1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,CN1C(=O)N(C)C2=C(NC=N2)C1=O
C1C2CC3CC1CC(C2)(C3)C1=CC(=NN1)c1ccccn1,C1C2CC3CC1CC(C2)(C3)C1=NNC(=C1)c1ccccn1
C1COCCOCCOCCOCCOCCO1,N#CCC#N
OC(=CC(=O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,OC(=CC(=O)c1ccccc1)c1ccccc1
OC(=CC(=O)C=C(O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,OC(=CC(=O)C=C(O)c1ccccc1)c1ccccc1
N1C=CN=C1,Oc1cc2ccccc2cc1O
NC(=O)c1ccncc1,OC(=O)CCCCCC(O)=O
NC(=O)c1ccncc1,OC(=O)CCCCCCCC(O)=O
NC(=O)c1ccncc1,OC(=O)CCCCCCCCC(O)=O
NC(=O)c1ccccn1,OC(=O)c1ccccc1O
NC(=O)c1ccccn1,OC(=O)CCC(O)=O
NC(=O)c1ccccn1,OC(=O)C=CC(O)=O
NC(=O)c1ccccn1,OC(=O)CCCCC(O)=O
NC(=O)c1ccccn1,OC(C(O)=O)c1ccccc1
NC(=O)c1ccccn1,OC(=O)CC(O)=O
O=C(NN=Cc1ccccn1)c1ccccc1,OC(=O)CCCC(O)=O
CC(=CC(O)=O)C(O)=O,O=C(NN=Cc1ccccn1)c1ccccc1
Oc1c(Cl)cc(Cl)cc1Cl,c1cc(ccn1)C=Cc1ccncc1
Oc1c(Br)cc(Br)cc1Br,c1cc(ccn1)C=Cc1ccncc1
Oc1c(I)cc(I)cc1I,c1cc(ccn1)C=Cc1ccncc1
Fc1c(I)c(F)c(I)c(F)c1I,S1C(=NC2=C1N=C(S2)c1ccncc1)c1ccncc1
OC(=O)CCCSSCCCC(O)=O,c1cc(ccn1)c1ccncc1
NC(N)=O,O=C1NCCN1
CC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1,OC(=O)C=Cc1ccccc1
CC(C)c1cccc(C(C)C)c1N1[C]N(C=C1)c1c(cccc1C(C)C)C(C)C,N1c2ccccc2c2ccccc12
NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,OC(=O)CC(O)=O
CC(=O)c1ccncc1,OC(=O)c1cccc(F)c1
CN(C)CCNC1=C(NCCN(C)C)C(=O)C1=O,Oc1cccc(O)c1
CC(=CC(O)=O)C(O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
CCOC(=O)C1=C(O)C(=C2C=CC=CC=C12)C(=O)OCC,CCOC(=O)C1=C2C=CC=CC=C2C(=C1O)C(=O)OCC
O=C([O-])C[n+]1ccccc1,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
OC(=O)c1cccc(O)c1,c1cnccn1
C(Cc1ccncc1)c1ccncc1,OC(=O)c1ccc(O)cc1
OC(=O)c1ccc(O)cc1,c1cnccn1
OC(=O)c1cccc(O)c1,c1ccc(cc1)c1ccncc1
C(Cc1ccncc1)c1ccncc1,OC(=O)c1cccc(O)c1
OC(=O)c1cccc(O)c1,c1cc(ccn1)c1ccncc1
OC(=O)c1cccc(O)c1,c1ccc2nccnc2c1
Cc1nc(C)c(C)nc1C,OC(=O)c1cccc(O)c1
OC(=O)c1ccc2cc(O)ccc2c1,c1cc(ccn1)C=Cc1ccncc1
OC(=O)c1ccc(O)cc1,c1cc(ccn1)C=Cc1ccncc1
OC(=O)c1cccc(O)c1,c1cc(ccn1)C=Cc1ccncc1
C#C,CCN=C1NC(=C(NNc2ccccc2)S1)C1=C(N)N=C(S1)N(CC)CC
CCCC(C[NH2+]C(C)c1ccccc1)CC(=O)[O-],Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12
CC(C)c1ccc(C)c(O)c1,CC(O)CN1C(=NC=C1N(=O)=O)C
CC(O)CN1C(=NC=C1N(=O)=O)C,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
O=C1NC(=O)NC(=O)N1,[O-][n+]1ccc(cc1)c1cc[n+]([O-])cc1
Oc1cc(O)cc(O)c1,[O-][n+]1ccc(cc1)c1cc[n+]([O-])cc1
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,[O-][n+]1ccc(cc1)c1cc[n+]([O-])cc1
NC(=O)c1ccccc1,OC(=O)c1ccc(Cl)cc1Cl
NC1=NN=CS1,OC(=O)CCC(O)=O
NC1=NN=CS1,OC(=O)CCCC(O)=O
NC1=NN=CS1,OC(=O)CCCCC(O)=O
CC12CCC3C(CC(=C)C4=CC(=O)C=CC34C)C1CCC2=O,OC(=O)C=CC(O)=O
CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,O=C1NS(=O)(=O)c2ccccc12
CCCOc1ccc(cc1)N=Nc1ccncc1,Nc1ccc(cc1)C(O)=O
NC(=O)N1c2ccccc2C=Cc2ccccc12,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
Cc1ccc(cc1)C1C=Cc2cc(Br)c(Br)cc2C1O,O=C(C=Cc1ccccc1)C=Cc1ccccc1
CC(=O)OC1CC2(C)C3CCC4(C)C(CCC4C3CCC2=CC1=O)OC(C)=O,Oc1ccc(Br)cc1
CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(cc1)C=NNC(N)=S
c1ccc2c(c1)cccc2C=Cc1ccncc1,c1ccc2cc(C=Cc3ccncc3)ccc2c1
COc1ccc(CCNC(=O)COc2cccc3cccnc23)cc1,OC(C(O)=O)c1ccccc1
COc1ccc2CC3N(CCc4cc5OCOc5cc34)Cc2c1OC,Cc1ccc(cc1)C(=O)OC(C(OC(=O)c1ccc(C)cc1)C(O)=O)C(O)=O
CC(c1ncncc1F)C(O)(CN1C=NC=N1)c1ccc(F)cc1F,OC(=O)C=CC(O)=O
CC(c1ncncc1F)C(O)(CN1C=NC=N1)c1ccc(F)cc1F,OC(=O)c1ccc(O)cc1
COC1=CC(=O)OC(=C1)C,O=C1NC(=O)C=C1
